"batch","feather_id","feather_id_new","feather_year_sampled","feather_date","box","JID","BTO","feather_length","feather_weight","extraction_weight_g","extraction_weight_mg","extraction_volume_ml","evaporation_volume_ml","assaybuffer_ml","dilution","CORT_pg.mL","CORT_pg.dL","CORT_pg.mg","CORT_pg.mg.1","site","sex","bite","box_year","feather_year_grown","year_diff","age_2022","age","JID_year_before","JID_year_grown","JID_year_sampled","tarsus_year_before","weight_year_before","tarsus_year_grown","weight_year_grown","tarsus_year_sampled","weight_year_sampled","tarsus","weight","box_grown","box_grown_year","box_owner_grown","partner_yr_before","partner_yr_grown","partner_yr_sampled","pair_ID_yr_before","pair_ID","pair_ID_year","pbvid","body_cond","body_cond_binary","body_cond_binary_num","sex_num","pbvid_mean","pair_ID2","box_density","box_density_cat","mean_tarsus","pair_ID_year2","mean_weight","mean_body_cond","pair_ID_yr_sampled2","feather_year_before","pair_ID_yr_before2","pbvid_mean_yr_before","pbvid_mean_yr_grown","pbvid_mean_yr_sampled","paired_year","repaired_year","feather_year_grown_paired","feather_year_grown_repaired","partner_samediff1","partner_samediff2","partner_samediff3","partner_same","disturbance","body_cond_early","brood_size_early","site_early","site_change","body_cond_c","age_c","body_cond_noNA","pair_ID_yr_sampled","pbvid_mean_c","clutch_size_yr_grown","fledge_nr_yr_grown","fledge_weight_yr_grown","clutch_size_yr_sampled","fledge_nr_yr_sampled","fledge_weight_yr_sampled","fledge_nr","fledge_weight","body_cond_z","age_z"
"A",60,"A60",2020,"27/07/2020","Y07","J1896","EZ25876",12.8,0.1164,0.1151,115.1,3,2,0.25,1,651.3,0.0651,2.12,2.12,"Y","M",3,"Y07_2020","2019",3,9,6,"J1896_2018","J1896_2019","J1896_2020",44.6,232.1,NA,NA,44.2,235.5,44.4,233.8,"Y08","Y08_2019","owner","J1349","J1349","J3472","J1349 J1896","J1349 J1896","J1349 J1896_2019",0.04876345605,-11.2270267556358,"negative",0,1,0.025567251416,"J1349J1896",4,"Medium",44.4333333333333,"J1349J1896_2019",237.066666666667,-7.17918912214555,"J3472J1896_2020",2018,"J1349J1896_2018",0.2371046782,0.04876345605,NA,NA,2020,NA,-1,1,2,2,5,"Medium",NA,NA,NA,NA,-11.2140652216109,1.14457831325301,-11.2270267556358,"J3472 J1896",-0.0538350156977624,5,2,392.9,NA,3,NA,2.5,392.9,-0.679162382745534,0.49102662606658
"A",62,"A62",2018,"21/05/2018","Y12","J1903","EZ25887",10.9,0.0781,0.0694,69.4,3,2,0.25,1,517.3,0.0517,2.8,2.8,"Y","F",NA,"Y12_2018","2017",5,9,4,"J1903_2016","J1903_2017","J1903_2018",NA,NA,NA,NA,40.8,225.8,40.8,225.8,"Y19","Y19_2017","owner","J469","J469","J469","J1903 J469","J1903 J469","J1903 J469_2017",NA,5.25028927288486,"positive",1,0,NA,"J1903J469",1,"Low",41.0333333333333,"J1903J469_2017",223.433333333333,3.83299881948606,"J1903J469_2018",2016,"J1903J469_2016",NA,NA,NA,NA,2021,NA,-4,1,1,1,3,"Medium",NA,NA,NA,NA,5.26325080690972,-0.855421686746988,5.25028927288486,"J1903 J469",NA,6,3,527.7,2,2,391.2,2.5,459.45,0.318760582212367,-0.366977794218181
"A",65,"A65",2019,"17/09/2019","Y20","J1323","EY69820",9.8,0.0697,0.0649,64.9,3,2,0.25,1,373.8,0.0374,2.16,2.16,"Y","F",NA,"Y20_2019","2018",4,10,6,"J1323_2017","J1323_2018","J1323_2019",NA,NA,NA,NA,42.4,229.2,42.4,229.2,"Y20","Y20_2018","owner","J1340","J1340","J1340","J1323 J1340","J1323 J1340","J1323 J1340_2018",0.01484414054,-2.2285178509021,"negative",0,0,0.011794964045,"J1323J1340",3,"Medium",42.9,"J1323J1340_2018",225.9,-7.23120893931823,"J1323J1340_2019",2017,"J1323J1340_2017",NA,0.01484414054,0.00874578755,NA,NA,NA,NA,1,1,1,3,"Medium",NA,NA,NA,NA,-2.21555631687724,1.14457831325301,-2.2285178509021,"J1323 J1340",-0.0676073030687624,3,3,665,3,0,0,1.5,332.5,-0.134181715331696,0.49102662606658
"A",66,"A66",2020,"09/06/2020","Y21","J2409","EZ62211",11.2,0.0868,0.0848,84.8,3,2,0.25,1,611.4,0.0611,2.7,2.7,"Y","F",0,"Y21_2020","2019",3,8,5,"J2409_2018","J2409_2019","J2409_2020",NA,NA,NA,NA,42.6,218.7,42.6,218.7,"Y21","Y21_2019","owner","J2402","J2402","J2402","J2409 J2402","J2409 J2402","J2409 J2402_2019",0.03135479178,-14.0883687413755,"negative",0,0,0.03135479178,"J2409J2402",2,"Low",41.8555555555556,"J2409J2402_2019",231.6,6.03963746540956,"J2409J2402_2020",2018,"J2409J2402_2018",NA,0.03135479178,NA,NA,NA,NA,NA,1,1,1,3,"Medium",NA,NA,NA,NA,-14.0754072073506,0.144578313253012,-14.0883687413755,"J2409 J2402",-0.0480474753337624,9,2,412.8,NA,0,NA,1,412.8,-0.852455100638756,0.0620244159241996
"A",68,"A68",2020,"09/06/2020","Y22","J1507","EZ25665",12.9,0.1138,0.1043,104.3,3,2,0.25,1,933.6,0.0934,3.36,3.36,"Y","M",1,"Y22_2020","2019",3,8,5,"J1507_2018","J1507_2019","J1507_2020",NA,NA,NA,NA,46.6,243.2,46.6,243.2,"Y22","Y22_2019","owner","J1915","J1915","J1915","J1915 J1507","J1915 J1507","J1915 J1507_2019",0.0073222827,-16.7853865508428,"negative",0,1,0.0045301896675,"J1915J1507",2,"Low",46.1714285714286,"J1915J1507_2019",246.5,-6.20667752340039,"J1915J1507_2020",2018,"J1915J1507_2018",0.1738096635,0.0073222827,NA,NA,NA,NA,NA,1,1,1,3,"Medium",NA,NA,NA,NA,-16.7724250168179,0.144578313253012,-16.7853865508428,"J1915 J1507",-0.0748720774462624,5,2,407,NA,2,NA,2,407,-1.01579578089938,0.0620244159241996
"A",69,"A69",2020,"21/05/2020","Y24","J1318","EY69815",10.8,0.0698,0.0647,64.7,3,2,0.25,1,344.3,0.0344,2,2,"Y","F",2,"Y24_2020","2019",3,10,7,"J1318_2018","J1318_2019","J1318_2020",NA,NA,NA,NA,42.9,221.3,42.9,221.3,"Y24","Y24_2019","owner","J494","J494","J494","J1318 J494","J1318 J494","J1318 J494_2019",0.1526382465,-13.5281450770855,"negative",0,0,0.1526382465,"J1318J494",3,"Medium",42.975,"J1318J494_2019",213.75,-19.924860143913,"J1318J494_2020",2018,"J1318J494_2018",NA,0.1526382465,NA,NA,NA,NA,NA,1,1,1,3,"Low",NA,NA,NA,NA,-13.5151835430606,2.14457831325301,-13.5281450770855,"J1318 J494",0.0732359793862376,5,2,454.4,NA,3,NA,2.5,454.4,-0.818526027533635,0.920028836208961
"A",70,"A70",2020,"06/06/2020","Y24","J494","EY40698",11.8,0.1005,0.0868,86.8,3,2,0.25,1,942.3,0.0942,4.07,4.07,"Y","M",3,"Y24_2020","2019",3,10,7,"J494_2018","J494_2019","J494_2020",NA,NA,NA,NA,43.7,226.8,43.7,226.8,"Y24","Y24_2019","owner","J1318","J1318","J1318","J1318 J494","J1318 J494","J1318 J494_2019",0.1526382465,-13.467548638979,"negative",0,1,0.1526382465,"J1318J494",3,"Medium",42.8444444444444,"J1318J494_2019",225.522222222222,-0.77680077277222,"J1318J494_2020",2018,"J1318J494_2018",NA,0.1526382465,NA,NA,NA,NA,NA,1,1,1,3,"Low",NA,NA,NA,NA,-13.4545871049541,2.14457831325301,-13.467548638979,"J1318 J494",0.0732359793862376,5,2,454.4,NA,3,NA,2.5,454.4,-0.81485609870078,0.920028836208961
"A",77,"A77",2020,"23/05/2020","Z06","J323","EY40521",12.7,0.1133,0.0575,57.5,3,2,0.25,1,425.4,0.0425,2.77,2.77,"Z","M",4.5,"Z06_2020","2019",3,12,9,"J323_2018","J323_2019","J323_2020",NA,NA,NA,NA,45.5,253,45.5,253,"Z06","Z06_2019","owner","J41","J41","J41","J41 J323","J41 J323","J41 J323_2019",0.02569736874,0.493793346760724,"positive",1,1,0.01318460140585,"J41J323",4,"Medium",45.125,"J41J323_2019",244.55,-4.70952800896435,"J41J323_2020",2018,"J41J323_2018",0.06718340717,0.02569736874,NA,NA,NA,NA,NA,1,1,1,3,"Low",NA,NA,NA,NA,0.506754880785584,4.14457831325301,0.493793346760724,"J41 J323",-0.0662176657079124,5,3,478.3,NA,2,NA,2.5,478.3,0.0306908195646133,1.77803325649372
"A",78,"A78",2020,"26/05/2020","Z13","J2375","EZ62023",11.4,0.0887,0.0811,81.1,3,2,0.25,1,1555.2,0.1555,7.19,7.19,"Z","F",1,"Z13_2020","2019",3,8,5,"J2375_2018","J2375_2019","J2375_2020",NA,NA,NA,NA,43,216.6,43,216.6,"Z13","Z13_2019","owner","J837","J837","J837","J2375 J837","J2375 J837","J2375 J837_2019",0.01121809522,-18.9080705223222,"negative",0,0,0.00560904761,"J2375J837",6,"High",42.95,"J2375J837_2019",219.55,-13.9436430757148,"J2375J837_2020",2018,"J2375J837_2018",NA,0.00560904761,NA,NA,NA,NA,NA,1,1,1,3,"Medium",NA,NA,NA,NA,-18.8951089882973,0.144578313253012,-18.9080705223222,"J2375 J837",-0.0737932195037624,5,3,602.3,NA,3,NA,3,602.3,-1.14435282737593,0.0620244159241996
"A",80,"A80",2020,"22/05/2020","Z13","J837","EY69668",13,0.1209,0.1155,115.5,3,2,0.25,1,904.9,0.0905,2.94,2.94,"Z","M",1,"Z13_2020","2019",3,10,7,"J837_2018","J837_2019","J837_2020",NA,NA,NA,NA,45.5,248,45.5,248,"Z13","Z13_2019","owner","J2375","J2375","J2375","J2375 J837","J2375 J837","J2375 J837_2019",0.01121809522,-4.50620665323928,"negative",0,1,0.00560904761,"J2375J837",6,"High",44.98,"J2375J837_2019",258.4,13.3214256048201,"J2375J837_2020",2018,"J2375J837_2018",NA,0.00560904761,NA,NA,NA,NA,NA,1,1,1,3,"Medium",NA,NA,NA,NA,-4.49324511921442,2.14457831325301,-4.50620665323928,"J2375 J837",-0.0737932195037624,5,3,602.3,NA,3,NA,3,602.3,-0.272126387810239,0.920028836208961
"A",81,"A81",2018,"22/05/2018","Z15","J831","EY69662",10.9,0.0898,0.0874,87.4,3,2,0.25,1,680.3,0.068,2.92,2.92,"Z","M",1.66666666666667,"Z15_2018","2017",5,10,5,"J831_2016","J831_2017","J831_2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_2017","non-owner","J164",NA,"J164","J164 J831",NA,"NA_2017",NA,NA,NA,NA,1,0.2850213897,NA,NA,NA,44.46,"NA_2017",242.42,2.43902299175961,"J164J831_2018",2016,"J164J831_2016",NA,NA,0.2850213897,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,2.45198452578447,0.144578313253012,2.43902299175961,"J164 J831",0.205619122586238,NA,NA,NA,5,2,418.1,2,418.1,0.148500621324881,0.0620244159241996
"A",82,"A82",2019,"01/06/2019","Z19","J1337","EY69858",10.3,0.0814,0.0769,76.9,3,2,0.25,1,1085.5,0.1086,5.29,5.29,"Z","F",1,"Z19_2019","2018",4,8,4,"J1337_2017","J1337_2018","J1337_2019",NA,NA,NA,NA,42.7,214.2,42.7,214.2,"Z19","Z19_2018","owner","J1259","J1259","J1259","J1337 J1259","J1337 J1259","J1337 J1259_2018",0.169529425,-19.2682941866122,"negative",0,0,0.08968386911,"J1337J1259",6,"High",42.75,"J1337J1259_2018",230.35,-1.69390653012859,"J1337J1259_2019",2017,"J1337J1259_2017",NA,0.169529425,0.00983831322,NA,NA,NA,NA,1,1,1,3,"High",NA,NA,NA,NA,-19.2553326525873,-0.855421686746988,-19.2682941866122,"J1337 J1259",0.0102816019962376,4,2,438.1,5,3,521.8,2.5,479.95,-1.16616921218606,-0.366977794218181
"A",83,"A83",2019,"29/05/2019","Z19","J1259","EY69979",12,0.1014,0.1023,102.3,3,2,0.25,1,1896.4,0.1896,6.95,6.95,"Z","M",3.33333333333333,"Z19_2019","2018",4,8,4,"J1259_2017","J1259_2018","J1259_2019",NA,NA,NA,NA,45,237.8,45,237.8,"Z19","Z19_2018","owner","J1337","J1337","J1337","J1337 J1259","J1337 J1259","J1337 J1259_2018",0.169529425,-11.3065794270558,"negative",0,1,0.08968386911,"J1337J1259",6,"High",45.025,"J1337J1259_2018",234.666666666667,-10.403442667973,"J1337J1259_2019",2017,"J1337J1259_2017",NA,0.169529425,0.00983831322,NA,NA,NA,NA,1,1,1,3,"High",-35.83614777,2,"Z","same_site",-11.2936178930309,-0.855421686746988,-11.3065794270558,"J1337 J1259",0.0102816019962376,4,2,438.1,5,3,521.8,2.5,479.95,-0.683980366305257,-0.366977794218181
"A",87,"A87",2018,"21/05/2018","Z24","J218","EY40872",11.5,0.1011,0.0947,94.7,3,2,0.25,1,755.7,0.0756,2.99,2.99,"Z","F",NA,"Z24_2018","2017",5,12,7,"J218_2016","J218_2017","J218_2018",NA,NA,NA,NA,42.2,234.9,42.2,234.9,"Z24","Z24_2017","owner","J289","J289","J289","J218 J289","J218 J289","J218 J289_2017",NA,4.83133303957125,"positive",1,0,NA,"J218J289",7,"High",42.9666666666667,"J218J289_2017",234.1,0.485545545486373,"J218J289_2018",2016,"J218J289_2016",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,"High",NA,NA,NA,NA,4.84429457359611,2.14457831325301,4.83133303957125,"J218 J289",NA,6,3,722.6,3,2,487.2,2.5,604.9,0.293387150895504,0.920028836208961
"A",88,"A88",2020,"23/05/2020","Z24","J289","EY40985",12.6,0.1196,0.1133,113.3,3,2,0.25,1,817.8,0.0818,2.71,2.71,"Z","M",NA,"Z24_2020","2019",3,12,9,"J289_2018","J289_2019","J289_2020",NA,NA,NA,NA,44.1,263.3,44.1,263.3,"Z24","Z24_2019","owner","J218","J218","J218","J218 J289","J218 J289","J218 J289_2019",0.0265936815,20.3127495800743,"positive",1,1,0.0265936815,"J218J289",7,"High",45,"J218J289_2019",259.833333333333,11.4798906653604,"J218J289_2020",2018,"J218J289_2018",NA,0.0265936815,NA,NA,NA,NA,NA,1,1,1,3,"High",NA,NA,NA,NA,20.3257111140992,4.14457831325301,20.3127495800743,"J218 J289",-0.0528085856137624,5,3,703.6,NA,3,NA,3,703.6,1.2309950154959,1.77803325649372
"A",89,"A89",2018,"04/06/2018","Z27","J692","EY69606",11,0.0741,0.0575,57.5,3,2,0.25,1,524.8,0.0525,3.42,3.42,"Z","F",1,"Z27_2018","2017",5,9,4,"J692_2016","J692_2017","J692_2018",NA,NA,NA,NA,43.5,221.7,43.5,221.7,"Z27","Z27_2017","owner","J899","J899","J899","J692 J899","J692 J899","J692 J899_2017",NA,-17.2076977485056,"negative",0,0,0.1545230857,"J692J899",2,"Low",43.4,"J692J899_2017",213.066666666667,-14.818247894094,"J692J899_2018",2016,"J692J899_2016",NA,NA,0.1545230857,NA,NA,NA,NA,1,1,1,3,"Medium",1.376971076,2,"Z","same_site",-17.1947362144807,-0.855421686746988,-17.2076977485056,"J692 J899",0.0751208185862376,4,1,265.1,4,2,592.3,1.5,428.7,-1.04137240040326,-0.366977794218181
"A",90,"A90",2018,"28/05/2018","Z27","J692","EY69606",11.3,0.0796,0.0731,73.1,3,2,0.25,1,647.7,0.0648,3.32,3.32,"Z","F",1,"Z27_2018","2017",5,9,4,"J692_2016","J692_2017","J692_2018",NA,NA,NA,NA,43.5,221.7,43.5,221.7,"Z27","Z27_2017","owner","J899","J899","J899","J692 J899","J692 J899","J692 J899_2017",NA,-17.2076977485056,"negative",0,0,0.1545230857,"J692J899",2,"Low",43.4,"J692J899_2017",213.066666666667,-14.818247894094,"J692J899_2018",2016,"J692J899_2016",NA,NA,0.1545230857,NA,NA,NA,NA,1,1,1,3,"Medium",1.376971076,2,"Z","same_site",-17.1947362144807,-0.855421686746988,-17.2076977485056,"J692 J899",0.0751208185862376,4,1,265.1,4,2,592.3,1.5,428.7,-1.04137240040326,-0.366977794218181
"A",92,"A92",2020,"26/05/2020","Z27","J899","EY69730",12.5,0.1218,0.1218,121.8,3,2,0.25,1,1390.1,0.139,4.28,4.28,"Z","M",4.66666666666667,"Z27_2020","2019",3,9,6,"J899_2018","J899_2019","J899_2020",NA,NA,NA,NA,44.4,249.2,44.4,249.2,"Z27","Z27_2019","owner","J692","J692","J692","J692 J899","J692 J899","J692 J899_2019",0.04855008288,4.17297324436424,"positive",1,1,0.0250476568685,"J692J899",2,"Low",44.18,"J692J899_2019",239.32,-0.0980159630162292,"J692J899_2020",2018,"J692J899_2018",0.1545230857,0.04855008288,NA,NA,2016,NA,3,1,1,1,3,"Medium",NA,NA,NA,NA,4.1859347783891,1.14457831325301,4.17297324436424,"J692 J899",-0.0543546102452624,5,3,572.2,NA,3,NA,3,572.2,0.253514615969011,0.49102662606658
"A",93,"A93",2020,"22/05/2020","Z30","J1463","EZ25620",11.9,0.1058,0.1029,102.9,3,2,0.25,1,1050,0.105,3.83,3.83,"Z","M",2.33333333333333,"Z30_2020","2019",3,8,5,"J1463_2018","J1463_2019","J1463_2020",NA,NA,NA,NA,42.9,237.5,42.9,237.5,"Z30","Z30_2019","owner","J2157","J2377","J2377","J2157 J1463","J2377 J1463","J2377 J1463_2019",0.03940972784,2.67185492291449,"positive",1,1,0.03940972784,"J2377J1463",1,"Low",42.3666666666667,"J2377J1463_2019",233.566666666667,10.8309617426645,"J2377J1463_2020",2018,"J2157J1463_2018",NA,0.03940972784,NA,2018,2018,1,1,2,1,2,5,"Medium",NA,NA,NA,NA,2.68481645693935,0.144578313253012,2.67185492291449,"J2377 J1463",-0.0399925392737624,5,0,0,NA,2,NA,1,0,0.162601724360883,0.0620244159241996
"A",95,"A95",2020,"25/05/2020","Z37","J933","EY69765",12.7,0.1213,0.1169,116.9,3,2,0.25,1,788.9,0.0789,2.53,2.53,"Z","M",2.125,"Z37_2020","2019",3,10,7,"J933_2018","J933_2019","J933_2020",NA,NA,NA,NA,44.1,239.9,44.1,239.9,"Z37","Z37_2019","owner","J1355","J1355","J1355","J1355 J933","J1355 J933","J1355 J933_2019",0.0442002929,-3.08725041992572,"negative",0,1,0.0442002929,"J1355J933",NA,NA,42.6444444444444,"J1355J933_2019",240.455555555556,9.94035320856534,"J1355J933_2020",2018,"J1355J933_2018",NA,0.0442002929,NA,NA,2023,NA,-4,1,1,1,3,NA,NA,NA,NA,NA,-3.07428888590086,2.14457831325301,-3.08725041992572,"J1355 J933",-0.0352019742137624,4,0,0,NA,3,NA,1.5,0,-0.186189515018408,0.920028836208961
"A",96,"A96",2019,"30/05/2019","Z39","J1345","EY69967",12.3,0.1078,0.1063,106.3,3,2,0.25,1,1232.7,0.1233,4.35,4.35,"Z","M",0.5,"Z39_2019","2018",4,10,6,"J1345_2017","J1345_2018","J1345_2019",NA,NA,NA,NA,44,239.4,44,239.4,"Z39","Z39_2018","owner","J56","J56","J56","J56 J1345","J56 J1345","J56 J1345_2018",NA,-2.90732497468902,"negative",0,1,0,"J56J1345",2,"Low",43.5666666666667,"J56J1345_2018",251.266666666667,13.3030025753945,"J56J1345_2019",2017,"J56J1345_2017",NA,NA,0,NA,NA,NA,NA,1,1,1,3,"Low",NA,NA,NA,NA,-2.89436344066416,1.14457831325301,-2.90732497468902,"J56 J1345",-0.0794022671137624,4,2,537.5,4,0,230.2,1,383.85,-0.175292610845958,0.49102662606658
"A",99,"A99",2019,"12/06/2019","Z25","J1360","EZ25517",9.6,0.0776,0.0699,69.9,3,2,0.25,1,572.8,0.0573,3.07,3.07,"Z","M",1.75,"Z25_2019","2018",4,9,5,"J1360_2017","J1360_2018","J1360_2019",NA,NA,NA,NA,NA,NA,NA,NA,"Z25","Z25_2018","owner","J912","J912","J912","J912 J1360","J912 J1360","J912 J1360_2018",0.08057138889,NA,NA,NA,1,0.092451802595,"J912J1360",5,"Medium",42.7,"J912J1360_2018",230.1,-2.85012359832685,"J912J1360_2019",2017,"J912J1360_2017",NA,0.08057138889,0.1043322163,NA,NA,NA,NA,1,1,1,3,"High",NA,NA,NA,NA,-2.83716206430199,0.144578313253012,-2.85012359832685,"J912 J1360",0.0130495354812376,5,3,519.1,5,2,320.8,2.5,419.95,-0.17182829863636,0.0620244159241996
"A",100,"A100",2019,"19/05/2019","Y08","J1349","EY69975",10.8,0.09,0.0803,80.3,3,2,0.25,1,541.1,0.0541,2.53,2.53,"Y","F",NA,"Y08_2019","2018",4,10,6,"J1349_2017","J1349_2018","J1349_2019",NA,NA,43.7,219.1,NA,NA,43.7,219.1,"Y08","Y08_2018","owner","J1896","J1896","J1896","J1349 J1896","J1349 J1896","J1349 J1896_2018",0.2371046782,-21.167548638979,"negative",0,0,0.142934067125,"J1349J1896",4,"Medium",42.8333333333333,"J1349J1896_2018",218.333333333333,-14.3146300907895,"J1349J1896_2019",2017,"J1349J1896_2017",NA,0.2371046782,0.04876345605,NA,NA,NA,NA,1,1,1,3,"Medium",NA,NA,NA,NA,-21.1545871049541,1.14457831325301,-21.167548638979,"J1349 J1896",0.0635318000112376,4,2,455.4,5,2,392.9,2,424.15,-1.28119459805805,0.49102662606658
"A",101,"A101",2018,"03/06/2018","Z15","J831","EY69662",12.4,0.1041,0.0987,98.7,3,2,0.25,1,648.9,0.0649,2.47,2.47,"Z","M",1.66666666666667,"Z15_2018","2017",5,10,5,"J831_2016","J831_2017","J831_2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_2017","non-owner","J164",NA,"J164","J164 J831",NA,"NA_2017",NA,NA,NA,NA,1,0.2850213897,NA,NA,NA,44.46,"NA_2017",242.42,2.43902299175961,"J164J831_2018",2016,"J164J831_2016",NA,NA,0.2850213897,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,2.45198452578447,0.144578313253012,2.43902299175961,"J164 J831",0.205619122586238,NA,NA,NA,5,2,418.1,2,418.1,0.148500621324881,0.0620244159241996
"B",1,"B1",2023,"05/06/2023","Y07","J2391","EZ62127",11.8,0.1032,0.0941,94.1,3,2,0.25,1,806.6,0.0807,3.21,3.21,"Y","M",0.5,"Y07_2023","2022",0,8,8,"J2391_2021","J2391_2022","J2391_2023",NA,NA,NA,NA,42.5,244.4,42.5,244.4,"Y07","Y07_2022","owner","J896","J3492","J3019","J896 J2391","J3492 J2391","J3492 J2391_2022",NA,12.2915567038612,"positive",1,1,NA,"J3492J2391",3,"Medium",43,"J3492J2391_2022",242.366666666667,8.51058945455537,"J3019J2391_2023",2021,"J896J2391_2021",NA,NA,NA,NA,2022,NA,0,2,2,2,6,"Medium",NA,NA,NA,NA,12.3045182378861,3.14457831325301,12.2915567038612,"J3019 J2391",NA,4,0,NA,5,3,561,1.5,561,0.745203970177917,1.34903104635134
"B",2,"B2",2023,"17/05/2023","Z44","J587","EY69550",12.1,0.1073,0.0975,97.5,3,2,0.25,1,742.9,0.0743,2.86,2.86,"Z","M",4.33333333333333,"Z44_2023","2022",0,9,9,"J587_2021","J587_2022","J587_2023",NA,NA,NA,NA,44.4,252.7,44.4,252.7,"Z44","Z44_2022","owner","J908","J908","J908","J908 J587","J908 J587","J908 J587_2022",NA,7.67297324436424,"positive",1,1,NA,"J908J587",1,"Low",44.48,"J908J587_2022",257.68,13.9334645595959,"J908J587_2023",2021,"J908J587_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,"Low",8.836855508,3,"Z","same_site",7.6859347783891,4.14457831325301,7.67297324436424,"J908 J587",NA,5,0,NA,5,0,NA,0,NA,0.465486661131407,1.77803325649372
"B",3,"B3",2023,"25/05/2023","Y01","J1171","EA78531",12.4,0.1088,0.0936,93.6,3,2,0.25,1,751.3,0.0751,3.01,3.01,"Y","M",1.9,"Y01_2023","2022",0,8,8,"J1171_2021","J1171_2022","J1171_2023",NA,NA,NA,NA,43.7,262.7,43.7,262.7,"Y01","Y01_2022","owner","J1031","J1031","J1031","J1031 J1171","J1031 J1171","J1031 J1171_2022",NA,22.432451361021,"positive",1,1,NA,"J1031J1171",1,"Low",43.88125,"J1031J1171_2022",240.7,9.64742896082616,"J1031J1171_2023",2021,"J1031J1171_2021",NA,NA,NA,2019,NA,3,NA,1,1,1,3,"High",44.08571697,2,"Y","same_site",22.4454128950459,3.14457831325301,22.432451361021,"J1031 J1171",NA,4,2,462.7,3,2,478.4,2,470.55,1.35937145025065,1.34903104635134
"B",4,"B4",2023,"25/06/2023","Y26","J2941","EA78777",12.4,0.1122,0.103,103,3,2,0.25,1,898.4,0.0898,3.27,3.27,"Y","M",3.66666666666667,"Y26_2023","2022",0,7,7,"J2941_2021","J2941_2022","J2941_2023",NA,NA,NA,NA,45.6,257.2,45.6,257.2,"Y26","Y26_2022","owner","J2952","J2952","J2952","J2952 J2941","J2952 J2941","J2952 J2941_2022",0.028,4.01386790152402,"positive",1,1,0.028,"J2952J2941",2,"Low",45.325,"J2952J2941_2022",255.2625,4.55323544544944,"J2952J2941_2023",2021,"J2952J2941_2021",NA,0.028,NA,NA,NA,NA,NA,1,1,1,3,"Low",NA,NA,NA,NA,4.02682943554888,2.14457831325301,4.01386790152402,"J2952 J2941",-0.0514022671137624,5,3,594.2,5,2,457.3,2.5,525.75,0.243878648849552,0.920028836208961
"B",5,"B5",2023,"11/04/2023","Z17","J909","EY69740",12.3,0.1084,0.1103,110.3,3,2,0.25,1,556,0.0556,1.89,1.89,"Z","M",1.5,"Z17_2023","2022",0,9,9,"J909_2021","J909_2022","J909_2023",NA,NA,NA,NA,45.4,278.5,45.4,278.5,"Z17","Z17_2022","owner","J990","J990","J990","J990 J909","J990 J909","J990 J909_2022",NA,26.6737187919974,"positive",1,1,NA,"J990J909",2,"Low",44.78,"J990J909_2022",253.5,11.5026426730183,"J990J909_2023",2021,"J990J909_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,"Medium",NA,NA,NA,NA,26.6866803260223,4.14457831325301,26.6737187919974,"J990 J909",NA,2,0,NA,4,2,468.3,1,468.3,1.61623720208629,1.77803325649372
"B",6,"B6",2023,"18/05/2023","Z31","J2701","EZ62561",11.1,0.085,0.076,76,3,2,0.25,1,656.8,0.0657,3.24,3.24,"Z","F",0,"Z31_2023","2022",0,5,5,"J2701_2021","J2701_2022","J2701_2023",NA,NA,NA,NA,43.3,203.7,43.3,203.7,NA,"NA_2022","non-owner",NA,NA,"J2396",NA,NA,"NA_2022",NA,-33.8478468580322,"negative",0,0,NA,NA,NA,NA,42.9,"NA_2022",199.1,-31.5685113485078,"J2701J2396_2023",2021,"NA_2021",NA,NA,NA,2020,NA,2,NA,1,1,1,3,NA,3.153588284,2,"Z","same_site",-33.8348853240073,0.144578313253012,-33.8478468580322,"J2701 J2396",NA,NA,NA,NA,4,2,439.1,2,439.1,-2.04915709713285,0.0620244159241996
"B",7,"B7",2023,"13/04/2023","Z06","J3702","EY24317",11.3,0.0951,0.0813,81.3,3,2,0.25,1,843.8,0.0844,3.89,3.89,"Z","M",2,"Z06_2023","2022",0,3,3,"J3702_2021","J3702_2022","J3702_2023",NA,NA,NA,NA,45.3,252.6,45.3,252.6,NA,"NA_2022","non-owner",NA,"J3715","J3715",NA,"J3715 J3702","J3715 J3702_2022",NA,1.4536442372341,"positive",1,1,NA,"J3715J3702",NA,NA,45.3,"J3715J3702_2022",252.6,2.07195251364775,"J3715J3702_2023",2021,"NA_2021",NA,NA,NA,2022,NA,0,NA,1,1,1,3,NA,-23.05877154,3,"Z","same_site",1.46660577125896,-1.85542168674699,1.4536442372341,"J3715 J3702",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0888226927944957,-0.795980004360561
